TransactionAmount,TransactionDuration,CustomerAge,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online
-0.9712754695068417,-0.5524432626288956,70.0,0.0,1.0,1.0,0.0,0.0
0.2694396064236744,0.30531436617680696,68.0,0.0,1.0,1.0,0.0,0.0
-0.5868816229808057,-0.9098422746312717,19.0,0.0,1.0,0.0,0.0,1.0
-0.38745590278222686,-1.353017049514218,26.0,0.0,1.0,0.0,0.0,1.0
-0.9734680903782914,1.1201841135422244,26.0,1.0,0.0,0.0,0.0,1.0
-0.7038442425922038,0.7484891410597533,18.0,0.0,1.0,1.0,0.0,0.0
-0.9952915199894398,0.2767224452166169,37.0,1.0,0.0,1.0,0.0,0.0
-0.43226759184248137,2.449708438191063,67.0,1.0,0.0,0.0,1.0,0.0
-0.6556065834203091,-0.4809634602284204,51.0,1.0,0.0,0.0,1.0,0.0
-0.958633639794889,-0.8669543931909865,52.0,1.0,0.0,0.0,0.0,1.0
-0.3685445477659726,0.7627851015398482,21.0,0.0,1.0,0.0,0.0,1.0
0.674663351228483,-0.12356444822604433,24.0,1.0,0.0,0.0,1.0,0.0
-0.4474446394370476,0.20524264281614163,18.0,0.0,1.0,0.0,0.0,1.0
0.575070400083101,0.13376284041566644,36.0,0.0,1.0,1.0,0.0,0.0
0.8846067996697973,0.5483456943384226,19.0,1.0,0.0,0.0,1.0,0.0
0.669216058750975,1.6348386908256458,39.0,0.0,1.0,0.0,0.0,1.0
-0.9555502666944129,-0.19504425062651956,59.0,1.0,0.0,0.0,1.0,0.0
-0.7746590447998077,0.7056012596194681,18.0,1.0,0.0,0.0,0.0,1.0
-0.8163188413573532,-1.1671695632729824,71.0,0.0,1.0,0.0,1.0,0.0
-0.7257019319044686,-0.38089173686775507,38.0,0.0,1.0,0.0,1.0,0.0
-0.8407117485522317,0.005099196094811046,39.0,0.0,1.0,0.0,0.0,1.0
0.16529011502981078,0.319610326656902,22.0,0.0,1.0,0.0,0.0,1.0
-0.5209316983317309,-0.33800385542746997,21.0,0.0,1.0,0.0,0.0,1.0
-0.9938868722436672,2.2352690309896377,65.0,1.0,0.0,0.0,0.0,1.0
-0.1735725887125261,0.5483456943384226,23.0,0.0,1.0,1.0,0.0,0.0
-0.8814122734785179,-0.35229981590756504,37.0,0.0,1.0,0.0,1.0,0.0
-0.5829074976513031,1.1058881530621294,44.0,0.0,1.0,0.0,0.0,1.0
-0.82711064720902,2.335340754350303,27.0,0.0,1.0,0.0,1.0,0.0
-0.9225581745193173,-1.4244968519146932,59.0,1.0,0.0,0.0,0.0,1.0
-0.8170040353796812,1.963645781867832,29.0,0.0,1.0,1.0,0.0,0.0
0.33867846237992383,0.6913052991393731,49.0,0.0,1.0,1.0,0.0,0.0
-0.1450342576825629,-0.995618037511842,45.0,1.0,0.0,0.0,1.0,0.0
-0.5921233572516154,-1.0670978399123172,49.0,0.0,1.0,0.0,1.0,0.0
-0.7518763435574001,0.3624982080971871,26.0,0.0,1.0,0.0,1.0,0.0
1.204866485705928,0.24813052425642676,75.0,0.0,1.0,1.0,0.0,0.0
0.1303109601899639,1.3775114021839352,55.0,0.0,1.0,0.0,0.0,1.0
0.10578101419061983,-0.009196764385283997,63.0,0.0,1.0,1.0,0.0,0.0
-0.9029958851818515,-1.4387928123947882,38.0,0.0,1.0,0.0,0.0,1.0
-0.19244968402766394,-0.052084645825569126,57.0,1.0,0.0,0.0,0.0,1.0
-0.8300227218039142,-0.03778868534547408,19.0,0.0,1.0,1.0,0.0,0.0
0.023009576293391343,-1.2386493656734576,27.0,0.0,1.0,0.0,1.0,0.0
0.47167462211379824,-0.42377961830804023,74.0,0.0,1.0,0.0,1.0,0.0
-0.4560095647161482,-0.6382190255094659,26.0,0.0,1.0,0.0,1.0,0.0
0.7285196013834677,-0.20934021110661458,19.0,0.0,1.0,0.0,0.0,1.0
1.128193274607419,0.2624264847365218,26.0,0.0,1.0,0.0,0.0,1.0
-0.9441417862226509,0.7913770225000384,41.0,1.0,0.0,0.0,0.0,1.0
0.43765473890521056,0.019395156574906088,69.0,1.0,0.0,0.0,0.0,1.0
0.43498248221813124,2.0637175052284973,51.0,0.0,1.0,0.0,0.0,1.0
-0.7268667617424263,0.3624982080971871,67.0,0.0,1.0,0.0,1.0,0.0
-0.4388454544568306,0.319610326656902,28.0,0.0,1.0,0.0,1.0,0.0
-0.6610881355989335,-0.42377961830804023,62.0,0.0,1.0,1.0,0.0,0.0
0.06631383850452403,-0.5238513416687055,25.0,0.0,1.0,0.0,1.0,0.0
-0.8121391578211521,-0.9670261165516518,57.0,1.0,0.0,0.0,1.0,0.0
-0.017245572518381578,-0.8383624722307964,68.0,1.0,0.0,0.0,1.0,0.0
0.3046585791713361,-1.3101291680739329,48.0,0.0,1.0,0.0,1.0,0.0
-0.6355989179683301,-0.9813220770317469,23.0,0.0,1.0,0.0,1.0,0.0
0.9281851394898614,0.4625699314578524,46.0,0.0,1.0,1.0,0.0,0.0
-0.11512553860794346,1.5347669674649806,79.0,0.0,1.0,0.0,1.0,0.0
0.17830880145404376,1.5204710069848855,48.0,0.0,1.0,0.0,0.0,1.0
1.0408310367605926,-0.22363617158670962,56.0,1.0,0.0,0.0,1.0,0.0
-0.9997795408356885,0.062283038015191215,50.0,0.0,1.0,0.0,0.0,1.0
-0.3297968258033214,0.9486325877810838,42.0,1.0,0.0,0.0,1.0,0.0
0.002830612335830326,1.5061750465047905,56.0,0.0,1.0,0.0,1.0,0.0
0.765588597991415,0.11946687993557138,25.0,0.0,1.0,0.0,1.0,0.0
-0.6177496136866844,-1.4816806938350733,60.0,1.0,0.0,0.0,0.0,1.0
-0.3716279208664489,-0.23793213206680466,32.0,1.0,0.0,0.0,1.0,0.0
-0.5620090799702975,1.4346952441043153,44.0,0.0,1.0,1.0,0.0,0.0
-0.5289142086918527,0.21953860329623667,35.0,0.0,1.0,0.0,0.0,1.0
-0.9346861087145238,-0.9241382351113667,62.0,0.0,1.0,1.0,0.0,0.0
-0.2181444598649658,2.292452872910018,26.0,1.0,0.0,0.0,0.0,1.0
-0.2243112060659182,-0.9813220770317469,37.0,0.0,1.0,1.0,0.0,0.0
-0.4623818691237991,-0.09497252726585426,22.0,0.0,1.0,0.0,0.0,1.0
-0.7059683440614207,-0.7239947883900362,44.0,0.0,1.0,0.0,1.0,0.0
-0.6074374436506471,-0.6096271045492758,19.0,0.0,1.0,0.0,1.0,0.0
-0.4225720964265394,-0.7525867093502262,50.0,0.0,1.0,0.0,0.0,1.0
-0.3901624191704226,-0.2522280925468997,38.0,0.0,1.0,1.0,0.0,0.0
0.16374842847957272,-0.5667392231089906,58.0,1.0,0.0,0.0,0.0,1.0
-0.12910349666343562,0.7198972200995631,49.0,0.0,1.0,0.0,0.0,1.0
-0.48951555240798983,0.5340497338583277,34.0,0.0,1.0,0.0,0.0,1.0
-0.9354055624379682,-0.7239947883900362,64.0,0.0,1.0,0.0,1.0,0.0
0.9266434529396235,-0.06638060630566417,48.0,0.0,1.0,1.0,0.0,0.0
-0.9866238156069899,0.8485608644204186,58.0,1.0,0.0,0.0,0.0,1.0
0.3267218266902993,-0.2808200135070898,24.0,0.0,1.0,0.0,0.0,1.0
1.4366333637583906,-1.2243534051933627,60.0,1.0,0.0,0.0,0.0,1.0
-0.2526439788891831,-0.9241382351113667,53.0,0.0,1.0,1.0,0.0,0.0
-0.229313122428913,0.21953860329623667,21.0,0.0,1.0,0.0,1.0,0.0
0.49514251737853404,2.006533663308117,19.0,0.0,1.0,0.0,0.0,1.0
1.1873597784354462,-0.681106906949751,29.0,0.0,1.0,1.0,0.0,0.0
0.723175088009309,0.10517091945547634,51.0,1.0,0.0,0.0,1.0,0.0
-0.932664786348656,-0.5953311440691808,57.0,0.0,1.0,1.0,0.0,0.0
